# Rescue Logfile. Created by GNU ddrescue version 1.19
# Command line: ddrescue -i 506600000000 -s 10000000 /dev/sdf /dev/sdg dc_roig.log -nvvf -MA -e 1 -a 100000
# Start time:   2015-02-12 17:18:24
# Current time: 2015-02-12 17:20:47
# Copying non-tried blocks... Pass 1 (forwards)
# current_pos  current_status
0x75F3BC0000     ?
#      pos        size  status
0x3C81656000  0x0B60A000  +
0x3C8CC60000  0x00000200  -
0x3C8CC60200  0x00000C00  ?
0x3C8CC60E00  0x00000200  -
0x3C8CC61000  0x00106000  +
0x3C8CD67000  0x00000200  -
0x3C8CD67200  0x00000C00  ?
0x3C8CD67E00  0x00000200  -
0x3C8CD68000  0x00243000  +
0x3C8CFAB000  0x00001000  ?
0x3C8CFAC000  0x00106000  +
0x3C8D0B2000  0x00001000  ?
0x3C8D0B3000  0x00106000  +
0x3C8D1B9000  0x00001000  ?
0x3C8D1BA000  0x00106000  +
0x3C8D2C0000  0x00001000  ?
0x3C8D2C1000  0x00106000  +
0x3C8D3C7000  0x00001000  ?
0x3C8D3C8000  0x00106000  +
0x3C8D4CE000  0x00001000  ?
0x3C8D4CF000  0x00244000  +
0x3C8D713000  0x00000200  -
0x3C8D713200  0x00000C00  ?
0x3C8D713E00  0x00000200  -
0x3C8D714000  0x00106000  +
0x3C8D81A000  0x00001000  ?
0x3C8D81B000  0x00106000  +
0x3C8D921000  0x00001000  ?
0x3C8D922000  0x00106000  +
0x3C8DA28000  0x00001000  ?
0x3C8DA29000  0x00106000  +
0x3C8DB2F000  0x00001000  ?
0x3C8DB30000  0x00106000  +
0x3C8DC36000  0x00001000  ?
0x3C8DC37000  0x00243000  +
0x3C8DE7A000  0x00001000  ?
0x3C8DE7B000  0x00106000  +
0x3C8DF81000  0x00001000  ?
0x3C8DF82000  0x00106000  +
0x3C8E088000  0x00000200  -
0x3C8E088200  0x00000C00  ?
0x3C8E088E00  0x00000200  -
0x3C8E089000  0x00107000  +
0x3C8E190000  0x00001000  ?
0x3C8E191000  0x00106000  +
0x3C8E297000  0x00001000  ?
0x3C8E298000  0x00106000  +
0x3C8E39E000  0x00001000  ?
0x3C8E39F000  0x00243000  +
0x3C8E5E2000  0x00001000  ?
0x3C8E5E3000  0x00106000  +
0x3C8E6E9000  0x00001000  ?
0x3C8E6EA000  0x00106000  +
0x3C8E7F0000  0x00001000  ?
0x3C8E7F1000  0x00106000  +
0x3C8E8F7000  0x00001000  ?
0x3C8E8F8000  0x00106000  +
0x3C8E9FE000  0x00000200  -
0x3C8E9FE200  0x00000C00  ?
0x3C8E9FEE00  0x00000200  -
0x3C8E9FF000  0x00106000  +
0x3C8EB05000  0x00001000  ?
0x3C8EB06000  0x00244000  +
0x3C8ED4A000  0x00001000  ?
0x3C8ED4B000  0x00106000  +
0x3C8EE51000  0x00001000  ?
0x3C8EE52000  0x00106000  +
0x3C8EF58000  0x00001000  ?
0x3C8EF59000  0x00106000  +
0x3C8F05F000  0x00001000  ?
0x3C8F060000  0x00106000  +
0x3C8F166000  0x00001000  ?
0x3C8F167000  0x0AD9A000  +
0x3C99F01000  0x00000200  -
0x3C99F01200  0x00001C00  ?
0x3C99F02E00  0x00000200  -
0x3C99F03000  0x00105000  +
0x3C9A008000  0x00002000  ?
0x3C9A00A000  0x00106000  +
0x3C9A110000  0x00002000  ?
0x3C9A112000  0x00242000  +
0x3C9A354000  0x00002000  ?
0x3C9A356000  0x00105000  +
0x3C9A45B000  0x00002000  ?
0x3C9A45D000  0x00106000  +
0x3C9A563000  0x00001000  ?
0x3C9A564000  0x00105000  +
0x3C9A669000  0x00002000  ?
0x3C9A66B000  0x00105000  +
0x3C9A770000  0x00002000  ?
0x3C9A772000  0x00106000  +
0x3C9A878000  0x00000200  -
0x3C9A878200  0x00000C00  ?
0x3C9A878E00  0x00000200  -
0x3C9A879000  0x00243000  +
0x3C9AABC000  0x00001000  ?
0x3C9AABD000  0x00105000  +
0x3C9ABC2000  0x00002000  ?
0x3C9ABC4000  0x0020D000  +
0x3C9ADD1000  0x00002000  ?
0x3C9ADD3000  0x00105000  +
0x3C9AED8000  0x00001000  ?
0x3C9AED9000  0x00107000  +
0x3C9AFE0000  0x00001000  ?
0x3C9AFE1000  0x00242000  +
0x3C9B223000  0x00000200  -
0x3C9B223200  0x00001C00  ?
0x3C9B224E00  0x00000200  -
0x3C9B225000  0x00105000  +
0x3C9B32A000  0x00002000  ?
0x3C9B32C000  0x00106000  +
0x3C9B432000  0x00001000  ?
0x3C9B433000  0x00106000  +
0x3C9B539000  0x00001000  ?
0x3C9B53A000  0x00106000  +
0x3C9B640000  0x00001000  ?
0x3C9B641000  0x00107000  +
0x3C9B748000  0x00001000  ?
0x3C9B749000  0x00243000  +
0x3C9B98C000  0x00001000  ?
0x3C9B98D000  0x00106000  +
0x3C9BA93000  0x00001000  ?
0x3C9BA94000  0x00106000  +
0x3C9BB9A000  0x00000200  -
0x3C9BB9A200  0x00000C00  ?
0x3C9BB9AE00  0x00000200  -
0x3C9BB9B000  0x0020D000  +
0x3C9BDA8000  0x00001000  ?
0x3C9BDA9000  0x00106000  +
0x3C9BEAF000  0x00001000  ?
0x3C9BEB0000  0x00242000  +
0x3C9C0F2000  0x00002000  ?
0x3C9C0F4000  0x00105000  +
0x3C9C1F9000  0x00002000  ?
0x3C9C1FB000  0x0020D000  +
0x3C9C408000  0x00002000  ?
0x3C9C40A000  0x00105000  +
0x3C9C50F000  0x00000200  -
0x3C9C50F200  0x00001C00  ?
0x3C9C510E00  0x00000200  -
0x3C9C511000  0x00243000  +
0x3C9C754000  0x00001000  ?
0x3C9C755000  0x00105000  +
0x3C9C85A000  0x00002000  ?
0x3C9C85C000  0x00105000  +
0x3C9C961000  0x00002000  ?
0x3C9C963000  0x00105000  +
0x3C9CA68000  0x00002000  ?
0x3C9CA6A000  0x00105000  +
0x3C9CB6F000  0x00002000  ?
0x3C9CB71000  0x00105000  +
0x3C9CC76000  0x00002000  ?
0x3C9CC78000  0x00243000  +
0x3C9CEBB000  0x00000200  -
0x3C9CEBB200  0x00001C00  ?
0x3C9CEBCE00  0x00000200  -
0x3C9CEBD000  0x00105000  +
0x3C9CFC2000  0x00002000  ?
0x3C9CFC4000  0x00105000  +
0x3C9D0C9000  0x00002000  ?
0x3C9D0CB000  0x00105000  +
0x3C9D1D0000  0x00002000  ?
0x3C9D1D2000  0x00105000  +
0x3C9D2D7000  0x00002000  ?
0x3C9D2D9000  0x00105000  +
0x3C9D3DE000  0x00002000  ?
0x3C9D3E0000  0x00242000  +
0x3C9D622000  0x00002000  ?
0x3C9D624000  0x00105000  +
0x3C9D729000  0x00002000  ?
0x3C9D72B000  0x00105000  +
0x3C9D830000  0x00000200  -
0x3C9D830200  0x00001C00  ?
0x3C9D831E00  0x00000200  -
0x3C9D832000  0x00106000  +
0x3C9D938000  0x00008000  ?
0x3C9D940000  0x000FF000  +
0x3C9DA3F000  0x00002000  ?
0x3C9DA41000  0x00105000  +
0x3C9DB46000  0x00002000  ?
0x3C9DB48000  0x00242000  +
0x3C9DD8A000  0x00002000  ?
0x3C9DD8C000  0x00105000  +
0x3C9DE91000  0x00002000  ?
0x3C9DE93000  0x00105000  +
0x3C9DF98000  0x00002000  ?
0x3C9DF9A000  0x00105000  +
0x3C9E09F000  0x00002000  ?
0x3C9E0A1000  0x00105000  +
0x3C9E1A6000  0x00000200  -
0x3C9E1A6200  0x00001C00  ?
0x3C9E1A7E00  0x00000200  -
0x3C9E1A8000  0x00105000  +
0x3C9E2AD000  0x00002000  ?
0x3C9E2AF000  0x00243000  +
0x3C9E4F2000  0x00002000  ?
0x3C9E4F4000  0x00105000  +
0x3C9E5F9000  0x00002000  ?
0x3C9E5FB000  0x00105000  +
0x3C9E700000  0x00002000  ?
0x3C9E702000  0x00105000  +
0x3C9E807000  0x00002000  ?
0x3C9E809000  0x00105000  +
0x3C9E90E000  0x00002000  ?
0x3C9E910000  0x00105000  +
0x3C9EA15000  0x00002000  ?
0x3C9EA17000  0x00242000  +
0x3C9EC59000  0x00000200  -
0x3C9EC59200  0x00001C00  ?
0x3C9EC5AE00  0x00000200  -
0x3C9EC5B000  0x00106000  +
0x3C9ED61000  0x00001000  ?
0x3C9ED62000  0x00106000  +
0x3C9EE68000  0x00001000  ?
0x3C9EE69000  0x00106000  +
0x3C9EF6F000  0x00001000  ?
0x3C9EF70000  0x00107000  +
0x3C9F077000  0x00001000  ?
0x3C9F078000  0x00106000  +
0x3C9F17E000  0x00001000  ?
0x3C9F17F000  0x00243000  +
0x3C9F3C2000  0x00001000  ?
0x3C9F3C3000  0x00106000  +
0x3C9F4C9000  0x00000200  -
0x3C9F4C9200  0x00000C00  ?
0x3C9F4C9E00  0x00000200  -
0x3C9F4CA000  0x00106000  +
0x3C9F5D0000  0x00001000  ?
0x3C9F5D1000  0x00106000  +
0x3C9F6D7000  0x00001000  ?
0x3C9F6D8000  0x00106000  +
0x3C9F7DE000  0x00001000  ?
0x3C9F7DF000  0x00106000  +
0x3C9F8E5000  0x00001000  ?
0x3C9F8E6000  0x00243000  +
0x3C9FB29000  0x00001000  ?
0x3C9FB2A000  0x00107000  +
0x3C9FC31000  0x00001000  ?
0x3C9FC32000  0x00106000  +
0x3C9FD38000  0x00001000  ?
0x3C9FD39000  0x00106000  +
0x3C9FE3F000  0x00000200  -
0x3C9FE3F200  0x00000C00  ?
0x3C9FE3FE00  0x00000200  -
0x3C9FE40000  0x00106000  +
0x3C9FF46000  0x00001000  ?
0x3C9FF47000  0x00243000  +
0x3CA018A000  0x00001000  ?
0x3CA018B000  0x00106000  +
0x3CA0291000  0x00001000  ?
0x3CA0292000  0x00106000  +
0x3CA0398000  0x00001000  ?
0x3CA0399000  0x00106000  +
0x3CA049F000  0x00001000  ?
0x3CA04A0000  0x0020E000  +
0x3CA06AE000  0x00001000  ?
0x3CA06AF000  0x0034A000  +
0x3CA09F9000  0x00000200  -
0x3CA09F9200  0x00000C00  ?
0x3CA09F9E00  0x00000200  -
0x3CA09FA000  0x0020D000  +
0x3CA0C07000  0x00000200  ?
0x3CA0C07200  0x00106E00  +
0x3CA0D0E000  0x00001000  ?
0x3CA0D0F000  0x00BB9000  +
0x3CA18C8000  0x00000200  -
0x3CA18C8200  0x00000C00  ?
0x3CA18C8E00  0x00000200  -
0x3CA18C9000  0x0020D000  +
0x3CA1AD6000  0x00000200  -
0x3CA1AD6200  0x00000C00  ?
0x3CA1AD6E00  0x00000200  -
0x3CA1AD7000  0x00452000  +
0x3CA1F29000  0x00001000  ?
0x3CA1F2A000  0x00106000  +
0x3CA2030000  0x00001000  ?
0x3CA2031000  0x00106000  +
0x3CA2137000  0x00001000  ?
0x3CA2138000  0x0065F000  +
0x3CA2797000  0x00000200  -
0x3CA2797200  0x00000C00  ?
0x3CA2797E00  0x00000200  -
0x3CA2798000  0x638AFB000  +
0x42DB293000  0x00000200  -
0x42DB293200  0x00000C00  ?
0x42DB293E00  0x00000200  -
0x42DB294000  0x00104000  +
0x42DB398000  0x00001000  ?
0x42DB399000  0x00104000  +
0x42DB49D000  0x00001000  ?
0x42DB49E000  0x00103000  +
0x42DB5A1000  0x00001000  ?
0x42DB5A2000  0x00104000  +
0x42DB6A6000  0x00001000  ?
0x42DB6A7000  0x00103000  +
0x42DB7AA000  0x00000200  -
0x42DB7AA200  0x00000C00  ?
0x42DB7AAE00  0x00000200  -
0x42DB7AB000  0x0023E000  +
0x42DB9E9000  0x00001000  ?
0x42DB9EA000  0x00104000  +
0x42DBAEE000  0x00001000  ?
0x42DBAEF000  0x00103000  +
0x42DBBF2000  0x00001000  ?
0x42DBBF3000  0x00104000  +
0x42DBCF7000  0x00001000  ?
0x42DBCF8000  0x00104000  +
0x42DBDFC000  0x00001000  ?
0x42DBDFD000  0x00103000  +
0x42DBF00000  0x00001000  ?
0x42DBF01000  0x0023E000  +
0x42DC13F000  0x00000200  -
0x42DC13F200  0x00000C00  ?
0x42DC13FE00  0x00000200  -
0x42DC140000  0x00103000  +
0x42DC243000  0x00001000  ?
0x42DC244000  0x00104000  +
0x42DC348000  0x00001000  ?
0x42DC349000  0x00104000  +
0x42DC44D000  0x00001000  ?
0x42DC44E000  0x00103000  +
0x42DC551000  0x00001000  ?
0x42DC552000  0x00104000  +
0x42DC656000  0x00001000  ?
0x42DC657000  0x0023D000  +
0x42DC894000  0x00001000  ?
0x42DC895000  0x00104000  +
0x42DC999000  0x00001000  ?
0x42DC99A000  0x00104000  +
0x42DCA9E000  0x00001000  ?
0x42DCA9F000  0x00103000  +
0x42DCBA2000  0x00000200  -
0x42DCBA2200  0x00000C00  ?
0x42DCBA2E00  0x00000200  -
0x42DCBA3000  0x00104000  +
0x42DCCA7000  0x00001000  ?
0x42DCCA8000  0x00104000  +
0x42DCDAC000  0x00001000  ?
0x42DCDAD000  0x0023D000  +
0x42DCFEA000  0x00001000  ?
0x42DCFEB000  0x00104000  +
0x42DD0EF000  0x00001000  ?
0x42DD0F0000  0x00103000  +
0x42DD1F3000  0x00001000  ?
0x42DD1F4000  0x00104000  +
0x42DD2F8000  0x00001000  ?
0x42DD2F9000  0x05804000  +
0x42E2AFD000  0x00000200  -
0x42E2AFD200  0x00000C00  ?
0x42E2AFDE00  0x00000200  -
0x42E2AFE000  0x0023D000  +
0x42E2D3B000  0x00000200  ?
0x42E2D3B200  0x00104E00  +
0x42E2E40000  0x00001000  ?
0x42E2E41000  0x00104000  +
0x42E2F45000  0x00001000  ?
0x42E2F46000  0x00103000  +
0x42E3049000  0x00001000  ?
0x42E304A000  0x00104000  +
0x42E314E000  0x00001000  ?
0x42E314F000  0x00103000  +
0x42E3252000  0x00001000  ?
0x42E3253000  0x0023E000  +
0x42E3491000  0x00000200  -
0x42E3491200  0x00000C00  ?
0x42E3491E00  0x00000200  -
0x42E3492000  0x00104000  +
0x42E3596000  0x00001000  ?
0x42E3597000  0x00103000  +
0x42E369A000  0x00001000  ?
0x42E369B000  0x00104000  +
0x42E379F000  0x00001000  ?
0x42E37A0000  0x00104000  +
0x42E38A4000  0x00001000  ?
0x42E38A5000  0x00103000  +
0x42E39A8000  0x00001000  ?
0x42E39A9000  0x0023E000  +
0x42E3BE7000  0x00001000  ?
0x42E3BE8000  0x00103000  +
0x42E3CEB000  0x00001000  ?
0x42E3CEC000  0x00104000  +
0x42E3DF0000  0x00000200  -
0x42E3DF0200  0x00000C00  ?
0x42E3DF0E00  0x00000200  -
0x42E3DF1000  0x00104000  +
0x42E3EF5000  0x00001000  ?
0x42E3EF6000  0x00103000  +
0x42E3FF9000  0x00001000  ?
0x42E3FFA000  0x00104000  +
0x42E40FE000  0x00001000  ?
0x42E40FF000  0x0023D000  +
0x42E433C000  0x00001000  ?
0x42E433D000  0x00104000  +
0x42E4441000  0x00001000  ?
0x42E4442000  0x00104000  +
0x42E4546000  0x00001000  ?
0x42E4547000  0x00103000  +
0x42E464A000  0x00001000  ?
0x42E464B000  0x00104000  +
0x42E474F000  0x00000200  -
0x42E474F200  0x00000C00  ?
0x42E474FE00  0x00000200  -
0x42E4750000  0x00104000  +
0x42E4854000  0x00001000  ?
0x42E4855000  0x0023D000  +
0x42E4A92000  0x00001000  ?
0x42E4A93000  0x00104000  +
0x42E4B97000  0x00001000  ?
0x42E4B98000  0x00103000  +
0x42E4C9B000  0x00001000  ?
0x42E4C9C000  0x00104000  +
0x42E4DA0000  0x00001000  ?
0x42E4DA1000  0x00104000  +
0x42E4EA5000  0x00001000  ?
0x42E4EA6000  0x00103000  +
0x42E4FA9000  0x00001000  ?
0x42E4FAA000  0x0023E000  +
0x42E51E8000  0x00000200  -
0x42E51E8200  0x00000C00  ?
0x42E51E8E00  0x00000200  -
0x42E51E9000  0x00104000  +
0x42E52ED000  0x00001000  ?
0x42E52EE000  0x00103000  +
0x42E53F1000  0x00001000  ?
0x42E53F2000  0x00104000  +
0x42E54F6000  0x00001000  ?
0x42E54F7000  0x000FF000  +
0x42E55F6000  0x00001000  ?
0x42E55F7000  0x00104000  +
0x42E56FB000  0x00001000  ?
0x42E56FC000  0x00342000  +
0x42E5A3E000  0x00000200  -
0x42E5A3E200  0x00000C00  ?
0x42E5A3EE00  0x00000200  -
0x42E5A3F000  0x00104000  +
0x42E5B43000  0x00001000  ?
0x42E5B44000  0x00208000  +
0x42E5D4C000  0x00001000  ?
0x42E5D4D000  0x00447000  +
0x42E6194000  0x00001000  ?
0x42E6195000  0x00208000  +
0x42E639D000  0x00000200  -
0x42E639D200  0x00000C00  ?
0x42E639DE00  0x00000200  -
0x42E639E000  0x00208000  +
0x42E65A6000  0x00001000  ?
0x42E65A7000  0x00343000  +
0x42E68EA000  0x00001000  ?
0x42E68EB000  0x00103000  +
0x42E69EE000  0x00001000  ?
0x42E69EF000  0x144F7000  +
0x42FAEE6000  0x00000200  -
0x42FAEE6200  0x00000C00  ?
0x42FAEE6E00  0x00000200  -
0x42FAEE7000  0x00103000  +
0x42FAFEA000  0x00001000  ?
0x42FAFEB000  0x00104000  +
0x42FB0EF000  0x00001000  ?
0x42FB0F0000  0x00447000  +
0x42FB537000  0x00000200  -
0x42FB537200  0x0190EE00  +
0x42FCE46000  0x00000200  -
0x42FCE46200  0x00000C00  ?
0x42FCE46E00  0x00000200  -
0x42FCE47000  0x0023D000  +
0x42FD084000  0x00001000  ?
0x42FD085000  0x00104000  +
0x42FD189000  0x00001000  ?
0x42FD18A000  0x00104000  +
0x42FD28E000  0x00001000  ?
0x42FD28F000  0x34DED000  +
0x433207C000  0x00000200  -
0x433207C200  0x00000C00  ?
0x433207CE00  0x00000200  -
0x433207D000  0x00651000  +
0x43326CE000  0x00001000  ?
0x43326CF000  0x00446000  +
0x4332B15000  0x00000200  -
0x4332B15200  0x00000C00  ?
0x4332B15E00  0x00000200  -
0x4332B16000  0x0030D000  +
0x4332E23000  0x00001000  ?
0x4332E24000  0x00104000  +
0x4332F28000  0x00001000  ?
0x4332F29000  0x00103000  +
0x433302C000  0x00001000  ?
0x433302D000  0x0023E000  +
0x433326B000  0x00000200  -
0x433326B200  0x00000C00  ?
0x433326BE00  0x00000200  -
0x433326C000  0x00104000  +
0x4333370000  0x00001000  ?
0x4333371000  0x00103000  +
0x4333474000  0x00001000  ?
0x4333475000  0x00104000  +
0x4333579000  0x00001000  ?
0x433357A000  0x00104000  +
0x433367E000  0x00001000  ?
0x433367F000  0x0023D000  +
0x43338BC000  0x00001000  ?
0x43338BD000  0x00104000  +
0x43339C1000  0x00001000  ?
0x43339C2000  0x00103000  +
0x4333AC5000  0x00001000  ?
0x4333AC6000  0x00104000  +
0x4333BCA000  0x00000200  -
0x4333BCA200  0x00000C00  ?
0x4333BCAE00  0x00000200  -
0x4333BCB000  0x00104000  +
0x4333CCF000  0x00001000  ?
0x4333CD0000  0x00100000  +
0x4333DD0000  0x00001000  ?
0x4333DD1000  0x0023E000  +
0x433400F000  0x00001000  ?
0x4334010000  0x00104000  +
0x4334114000  0x00001000  ?
0x4334115000  0x00103000  +
0x4334218000  0x00001000  ?
0x4334219000  0x00104000  +
0x433431D000  0x00001000  ?
0x433431E000  0x00103000  +
0x4334421000  0x00001000  ?
0x4334422000  0x00104000  +
0x4334526000  0x00000200  -
0x4334526200  0x00000C00  ?
0x4334526E00  0x00000200  -
0x4334527000  0x0023E000  +
0x4334765000  0x00001000  ?
0x4334766000  0x00103000  +
0x4334869000  0x00001000  ?
0x433486A000  0x00104000  +
0x433496E000  0x00001000  ?
0x433496F000  0x00103000  +
0x4334A72000  0x00001000  ?
0x4334A73000  0x00104000  +
0x4334B77000  0x00001000  ?
0x4334B78000  0x00104000  +
0x4334C7C000  0x00001000  ?
0x4334C7D000  0x0023D000  +
0x4334EBA000  0x00000200  -
0x4334EBA200  0x00000C00  ?
0x4334EBAE00  0x00000200  -
0x4334EBB000  0x00104000  +
0x4334FBF000  0x00001000  ?
0x4334FC0000  0x00104000  +
0x43350C4000  0x00001000  ?
0x43350C5000  0x00103000  +
0x43351C8000  0x00001000  ?
0x43351C9000  0x00104000  +
0x43352CD000  0x00001000  ?
0x43352CE000  0x00103000  +
0x43353D1000  0x00001000  ?
0x43353D2000  0x0023E000  +
0x4335610000  0x00001000  ?
0x4335611000  0x00104000  +
0x4335715000  0x00001000  ?
0x4335716000  0x00103000  +
0x4335819000  0x00000200  -
0x4335819200  0x00000C00  ?
0x4335819E00  0x00000200  -
0x433581A000  0x00104000  +
0x433591E000  0x00001000  ?
0x433591F000  0x00104000  +
0x4335A23000  0x00001000  ?
0x4335A24000  0x00103000  +
0x4335B27000  0x00001000  ?
0x4335B28000  0x051E8000  +
0x433AD10000  0x00000200  -
0x433AD10200  0x00000C00  ?
0x433AD10E00  0x00000200  -
0x433AD11000  0x00104000  +
0x433AE15000  0x00000200  -
0x433AE15200  0x00000C00  ?
0x433AE15E00  0x00000200  -
0x433AE16000  0x00103000  +
0x433AF19000  0x00001000  ?
0x433AF1A000  0x00104000  +
0x433B01E000  0x00001000  ?
0x433B01F000  0x00104000  +
0x433B123000  0x00001000  ?
0x433B124000  0x0023D000  +
0x433B361000  0x00001000  ?
0x433B362000  0x00104000  +
0x433B466000  0x00001000  ?
0x433B467000  0x00103000  +
0x433B56A000  0x00001000  ?
0x433B56B000  0x00104000  +
0x433B66F000  0x00001000  ?
0x433B670000  0x00104000  +
0x433B774000  0x00000200  -
0x433B774200  0x00000C00  ?
0x433B774E00  0x00000200  -
0x433B775000  0x00103000  +
0x433B878000  0x00001000  ?
0x433B879000  0x0023E000  +
0x433BAB7000  0x00001000  ?
0x433BAB8000  0x00104000  +
0x433BBBC000  0x00001000  ?
0x433BBBD000  0x00103000  +
0x433BCC0000  0x00001000  ?
0x433BCC1000  0x00104000  +
0x433BDC5000  0x00001000  ?
0x433BDC6000  0x00103000  +
0x433BEC9000  0x00001000  ?
0x433BECA000  0x00104000  +
0x433BFCE000  0x00001000  ?
0x433BFCF000  0x0023E000  +
0x433C20D000  0x00000200  -
0x433C20D200  0x00000C00  ?
0x433C20DE00  0x00000200  -
0x433C20E000  0x00103000  +
0x433C311000  0x00001000  ?
0x433C312000  0x00104000  +
0x433C416000  0x00001000  ?
0x433C417000  0x00103000  +
0x433C51A000  0x00001000  ?
0x433C51B000  0x00104000  +
0x433C61F000  0x00001000  ?
0x433C620000  0x00104000  +
0x433C724000  0x00001000  ?
0x433C725000  0x0023D000  +
0x433C962000  0x00001000  ?
0x433C963000  0x00104000  +
0x433CA67000  0x00000200  -
0x433CA67200  0x00000C00  ?
0x433CA67E00  0x00000200  -
0x433CA68000  0x00104000  +
0x433CB6C000  0x00001000  ?
0x433CB6D000  0x452DF000  +
0x4381E4C000  0x00000200  -
0x4381E4C200  0x00000C00  ?
0x4381E4CE00  0x00000200  -
0x4381E4D000  0x0023E000  +
0x438208B000  0x00001000  ?
0x438208C000  0x00104000  +
0x4382190000  0x00001000  ?
0x4382191000  0x00208000  +
0x4382399000  0x00001000  ?
0x438239A000  0x00208000  +
0x43825A2000  0x00001000  ?
0x43825A3000  0x0023E000  +
0x43827E1000  0x00000200  -
0x43827E1200  0x00000C00  ?
0x43827E1E00  0x00000200  -
0x43827E2000  0x00103000  +
0x43828E5000  0x00001000  ?
0x43828E6000  0x00104000  +
0x43829EA000  0x00001000  ?
0x43829EB000  0x00104000  +
0x4382AEF000  0x00001000  ?
0x4382AF0000  0x00103000  +
0x4382BF3000  0x00001000  ?
0x4382BF4000  0x00343000  +
0x4382F37000  0x00001000  ?
0x4382F38000  0x055FA000  +
0x4388532000  0x00000200  -
0x4388532200  0x00000C00  ?
0x4388532E00  0x00000200  -
0x4388533000  0x00104000  +
0x4388637000  0x00000200  -
0x4388637200  0x00000C00  ?
0x4388637E00  0x00000200  -
0x4388638000  0x00103000  +
0x438873B000  0x00001000  ?
0x438873C000  0x00104000  +
0x4388840000  0x00001000  ?
0x4388841000  0x00103000  +
0x4388944000  0x00001000  ?
0x4388945000  0x4857AD000  +
0x480E0F2000  0x00000200  -
0x480E0F2200  0x0000DC00  ?
0x480E0FFE00  0x00000200  -
0x480E100000  0x00018000  +
0x480E118000  0x00000200  ?
0x480E118200  0x00014E00  +
0x480E12D000  0x00003000  ?
0x480E130000  0x00005000  +
0x480E135000  0x00000200  ?
0x480E135200  0x0005AE00  +
0x480E190000  0x0000F000  ?
0x480E19F000  0x00086000  +
0x480E225000  0x00001000  ?
0x480E226000  0x00114000  +
0x480E33A000  0x00001000  ?
0x480E33B000  0x002B1000  +
0x480E5EC000  0x00004000  ?
0x480E5F0000  0x00010000  +
0x480E600000  0x00010000  ?
0x480E610000  0x00217000  +
0x480E827000  0x00000200  -
0x480E827200  0x447A7EE00  +
0x4C562A6000  0x00000200  -
0x4C562A6200  0x00000C00  ?
0x4C562A6E00  0x00000200  -
0x4C562A7000  0x000FF000  +
0x4C563A6000  0x00001000  ?
0x4C563A7000  0x00200000  +
0x4C565A7000  0x00001000  ?
0x4C565A8000  0x00234000  +
0x4C567DC000  0x00001000  ?
0x4C567DD000  0x00100000  +
0x4C568DD000  0x00001000  ?
0x4C568DE000  0x000FF000  +
0x4C569DD000  0x00000200  -
0x4C569DD200  0x00000C00  ?
0x4C569DDE00  0x00000200  -
0x4C569DE000  0x00100000  +
0x4C56ADE000  0x00001000  ?
0x4C56ADF000  0x00435000  +
0x4C56F14000  0x00001000  ?
0x4C56F15000  0x00200000  +
0x4C57115000  0x00001000  ?
0x4C57116000  0x00200000  +
0x4C57316000  0x00000200  -
0x4C57316200  0x00000C00  ?
0x4C57316E00  0x00000200  -
0x4C57317000  0x00636000  +
0x4C5794D000  0x00001000  ?
0x4C5794E000  0x00200000  +
0x4C57B4E000  0x00001000  ?
0x4C57B4F000  0x00436000  +
0x4C57F85000  0x00000200  -
0x4C57F85200  0x00000C00  ?
0x4C57F85E00  0x00000200  -
0x4C57F86000  0x00300000  +
0x4C58286000  0x00000200  ?
0x4C58286200  0x780FFE00  +
0x4CD0386000  0x00000200  -
0x4CD0386200  0x00000C00  ?
0x4CD0386E00  0x00000200  -
0x4CD0387000  0x000FF000  +
0x4CD0486000  0x00001000  ?
0x4CD0487000  0x00100000  +
0x4CD0587000  0x00001000  ?
0x4CD0588000  0x000FF000  +
0x4CD0687000  0x00001000  ?
0x4CD0688000  0x0274D000  +
0x4CD2DD5000  0x00000200  -
0x4CD2DD5200  0x00000C00  ?
0x4CD2DD5E00  0x00000200  -
0x4CD2DD6000  0x00100000  +
0x4CD2ED6000  0x00001000  ?
0x4CD2ED7000  0x000FF000  +
0x4CD2FD6000  0x00001000  ?
0x4CD2FD7000  0x00100000  +
0x4CD30D7000  0x00001000  ?
0x4CD30D8000  0x00234000  +
0x4CD330C000  0x00000200  -
0x4CD330C200  0x00000C00  ?
0x4CD330CE00  0x00000200  -
0x4CD330D000  0x01371000  +
0x4CD467E000  0x00000200  -
0x4CD467E200  0x00000C00  ?
0x4CD467EE00  0x00000200  -
0x4CD467F000  0x0B5A8000  +
0x4CDFC27000  0x00000200  -
0x4CDFC27200  0x00000C00  ?
0x4CDFC27E00  0x00000200  -
0x4CDFC28000  0x00200000  +
0x4CDFE28000  0x00001000  ?
0x4CDFE29000  0x218146000  +
0x4EF7F6F000  0x00000200  -
0x4EF7F6F200  0x00000C00  ?
0x4EF7F6FE00  0x00000200  -
0x4EF7F70000  0x000FE000  +
0x4EF806E000  0x00001000  ?
0x4EF806F000  0x000FE000  +
0x4EF816D000  0x00001000  ?
0x4EF816E000  0x00231000  +
0x4EF839F000  0x00000200  -
0x4EF839F200  0x00000C00  ?
0x4EF839FE00  0x00000200  -
0x4EF83A0000  0x000FE000  +
0x4EF849E000  0x00001000  ?
0x4EF849F000  0x000FE000  +
0x4EF859D000  0x00001000  ?
0x4EF859E000  0x000FD000  +
